Absorber Layer,PCE,Voc,Jsc,FF
BTR-F:M36,"{'value': 10.14, 'error': None, 'unit': '%'}","{'value': 0.892, 'error': None, 'unit': 'V'}","{'value': 20.01, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.83, 'error': None, 'unit': '%'}"
BTR-F:N2200,"{'value': 0.82, 'error': None, 'unit': '%'}","{'value': 0.936, 'error': None, 'unit': 'V'}","{'value': 1.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.78, 'error': None, 'unit': '%'}"
PffBT4T-2OD,"{'value': 8.9, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 17.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.0, 'error': None, 'unit': '%'}"
PffBT4T-2OD,"{'value': 8.2, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 15.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PffBT4T-2OD,"{'value': 2.78, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 6.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.0, 'error': None, 'unit': '%'}"
CuInS2,"{'value': 0.26, 'error': None, 'unit': '%'}",,,"{'value': 34.0, 'error': None, 'unit': '%'}"
CuInS2,"{'value': 0.26, 'error': None, 'unit': '%'}","{'value': 0.36, 'error': None, 'unit': 'V'}","{'value': 0.225, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.6, 'error': None, 'unit': '%'}"
CuInS2,"{'value': 0.11, 'error': None, 'unit': '%'}","{'value': 0.325, 'error': None, 'unit': 'V'}","{'value': 0.572, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.4, 'error': None, 'unit': '%'}"
PbS CQDs,"{'value': 9.3, 'error': None, 'unit': '%'}",,,
ZHS + UTS-2,"{'value': 8.67, 'error': None, 'unit': '%'}",,,
ZnO NRs,"{'value': 0.93, 'error': None, 'unit': '%'}","{'value': 0.618, 'error': None, 'unit': 'V'}","{'value': 3.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.45, 'error': None, 'unit': '%'}"
ZnO NRs + ellipsoids,"{'value': 2.26, 'error': None, 'unit': '%'}","{'value': 0.588, 'error': None, 'unit': 'V'}","{'value': 7.41, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.52, 'error': None, 'unit': '%'}"
ZnO NRs + spheres,"{'value': 3.19, 'error': None, 'unit': '%'}","{'value': 0.555, 'error': None, 'unit': 'V'}","{'value': 10.66, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.54, 'error': None, 'unit': '%'}"
SCSC,"{'value': 17.5, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 22.11, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.53, 'error': None, 'unit': '%'}"
SP,"{'value': 14.8, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 21.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.35, 'error': None, 'unit': '%'}"
SR,"{'value': 16.18, 'error': None, 'unit': '%'}","{'value': 0.99, 'error': None, 'unit': 'V'}","{'value': 21.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.36, 'error': None, 'unit': '%'}"
SC,"{'value': 16.2, 'error': None, 'unit': '%'}","{'value': 1.04, 'error': None, 'unit': 'V'}","{'value': 21.13, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.95, 'error': None, 'unit': '%'}"
ZP,"{'value': 15.32, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 20.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.68, 'error': None, 'unit': '%'}"
MAPbI3−xClx hybrid perovskite,"{'value': 18.0, 'error': None, 'unit': '%'}",,,
Graphene,"{'value': 7.7, 'error': None, 'unit': '%'}",,,
rGO,"{'value': 10.56, 'error': None, 'unit': '%'}",,,
GNPs,"{'value': 9.4, 'error': None, 'unit': '%'}",,,
MoS2,"{'value': 34.0, 'error': None, 'unit': '%'}",,,
WSe2,"{'value': 12.0, 'error': None, 'unit': '%'}",,,
CoS,"{'value': 11.22, 'error': None, 'unit': '%'}",,,
Cu2S,"{'value': 3.85, 'error': None, 'unit': '%'}",,,
CdS,"{'value': 4.02, 'error': None, 'unit': '%'}",,,
Perovskite,"{'value': 15.6, 'error': None, 'unit': '%'}",,,
Porous ZnO nanoplates,"{'value': 5.05, 'error': None, 'unit': '%'}","{'value': 0.628, 'error': None, 'unit': 'V'}","{'value': 14.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.8, 'error': None, 'unit': '%'}"
Porous ZnO nanoplates,"{'value': 4.25, 'error': None, 'unit': '%'}","{'value': 0.626, 'error': None, 'unit': 'V'}","{'value': 13.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.8, 'error': None, 'unit': '%'}"
Porous ZnO nanoplates,"{'value': 2.95, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 8.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.5, 'error': None, 'unit': '%'}"
"poly(2-(5-(5,6-bis(octyloxy)-4-(thiophen-2-yl)benzo[c])[1,2,5]thiadiazol-7-yl)thiophen-2-yl)-vinylene) (POTBTV)","{'value': 1.53, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 6.83, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.4, 'error': None, 'unit': '%'}"
PIDT-FQ,"{'value': 4.6, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 9.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.6, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 20.0, 'error': None, 'unit': ''}",,,
QDs,"{'value': 4.7, 'error': None, 'unit': '%'}","{'value': 0.608, 'error': None, 'unit': 'V'}","{'value': 14.06, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.0, 'error': None, 'unit': '%'}"
QDs,"{'value': 4.18, 'error': None, 'unit': '%'}","{'value': 0.594, 'error': None, 'unit': 'V'}","{'value': 13.04, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.9, 'error': None, 'unit': '%'}"
PTB7-Th:ACS8,"{'value': 13.2, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 25.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.3, 'error': None, 'unit': '%'}"
PTB7-Th:ACS8,"{'value': 20.0, 'error': None, 'unit': ''}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 20.0, 'error': None, 'unit': ''}","{'value': 2000.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 1.0, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 2.36, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
PTB7-Th:ITIC-4F,"{'value': 8.16, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PBDB-T-2Cl:ITIC-4F,"{'value': 10.63, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PTB7-Th:PC71BM,"{'value': 8.77, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
CsPbI2Br,"{'value': 14.8, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}","{'value': 82.2, 'error': None, 'unit': '%'}"
CsPbI2Br-MABr,"{'value': 15.0, 'error': None, 'unit': '%'}",,,
Tetra-PDI,"{'value': 0.12, 'error': None, 'unit': '%'}","{'value': 0.32, 'error': None, 'unit': 'V'}","{'value': 0.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.41, 'error': None, 'unit': '%'}"
Hexa-PDI,,"{'value': 0.34, 'error': None, 'unit': 'V'}","{'value': 1.24, 'error': None, 'unit': 'mA/cm2'}",
"H-1, H-2, H-3, H-4, H-5","{'value': 3.66, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 8.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
Methylammonium lead iodide (CH3NH3PbI3),"{'value': 9.3, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 19.71, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
STB-C,"{'value': 7.84, 'error': None, 'unit': '%'}",,,
STB-O,"{'value': 8.68, 'error': None, 'unit': '%'}",,,
STB-S,"{'value': 4.05, 'error': None, 'unit': '%'}",,,
PM6:AC174:Y6,"{'value': 17.2, 'error': None, 'unit': '%'}","{'value': 0.817, 'error': None, 'unit': 'V'}","{'value': 28.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.1, 'error': None, 'unit': '%'}"
PM6:Y6,"{'value': 15.9, 'error': None, 'unit': '%'}","{'value': 0.812, 'error': None, 'unit': 'V'}","{'value': 26.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.5, 'error': None, 'unit': '%'}"
P1,"{'value': 5.4, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 11.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
P2,"{'value': 6.1, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 11.26, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
P3,"{'value': 7.4, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 12.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.0, 'error': None, 'unit': '%'}"
PBDBPBI-Se,"{'value': 6.25, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 12.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.58, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 4.4, 'error': None, 'unit': '%'}","{'value': 0.55, 'error': None, 'unit': 'V'}","{'value': 5.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 4.2, 'error': None, 'unit': '%'}"
PTB7-Th:PCDTBT:ITIC,"{'value': 7.51, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 16.71, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.91, 'error': None, 'unit': '%'}"
MAPbI3−xClx,"{'value': 12.6, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 21.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.66, 'error': None, 'unit': '%'}"
Quadruple cation perovskite,"{'value': 20.3, 'error': None, 'unit': '%'}","{'value': 1.175, 'error': None, 'unit': 'V'}","{'value': 22.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.6, 'error': None, 'unit': '%'}"
QxT,"{'value': 5.17, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 11.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
QxO:PC71BM-annealed,"{'value': 3.1, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 7.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.6, 'error': None, 'unit': '%'}"
QxO:PC71BM-DIO,"{'value': 2.49, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 7.41, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.53, 'error': None, 'unit': '%'}"
QxT:PC71BM-annealed,"{'value': 5.17, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 11.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.6, 'error': None, 'unit': '%'}"
QxT:PC71BM-DIO,"{'value': 4.2, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 9.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.65, 'error': None, 'unit': '%'}"
N/A,"{'value': 3.17, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 11.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.1, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 3.17, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 10.12, 'error': None, 'unit': '%'}","{'value': 1.31, 'error': None, 'unit': 'V'}","{'value': 11.027, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.08, 'error': None, 'unit': '%'}"
PTZ51,"{'value': 3.62, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 10.83, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.41, 'error': None, 'unit': '%'}"
PTZ52,"{'value': 17.27, 'error': None, 'unit': '%'}","{'value': 1.05, 'error': None, 'unit': 'V'}","{'value': 22.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.73, 'error': None, 'unit': '%'}"
PTZ53,"{'value': 10.01, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 16.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.64, 'error': None, 'unit': '%'}"
P3HT and PC61BM,"{'value': 3.71, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 9.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.33, 'error': None, 'unit': '%'}"
PT-Pc,"{'value': 0.41, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 1.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.34, 'error': None, 'unit': '%'}"
PT-1,"{'value': 0.32, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 1.46, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.33, 'error': None, 'unit': '%'}"
PPV-3,"{'value': 2.22, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 4.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.62, 'error': None, 'unit': '%'}"
PPV-Pc,"{'value': 0.77, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 3.36, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.35, 'error': None, 'unit': '%'}"
1/PC61BM,"{'value': 1.1, 'error': None, 'unit': '%'}","{'value': 1.04, 'error': None, 'unit': 'V'}","{'value': 3.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.33, 'error': None, 'unit': '%'}"
2/PC61BM,"{'value': 1.0, 'error': None, 'unit': '%'}","{'value': 1.15, 'error': None, 'unit': 'V'}","{'value': 2.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.29, 'error': None, 'unit': '%'}"
3/PC61BM,"{'value': 2.3, 'error': None, 'unit': '%'}","{'value': 1.11, 'error': None, 'unit': 'V'}","{'value': 5.53, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.38, 'error': None, 'unit': '%'}"
4/PC61BM,"{'value': 2.1, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 5.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.36, 'error': None, 'unit': '%'}"
4/PC61BM,"{'value': 2.8, 'error': None, 'unit': '%'}","{'value': 1.13, 'error': None, 'unit': 'V'}","{'value': 6.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.39, 'error': None, 'unit': '%'}"
4/PC61BM,"{'value': 2.5, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 5.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.39, 'error': None, 'unit': '%'}"
4/PC71BM,"{'value': 3.7, 'error': None, 'unit': '%'}","{'value': 1.08, 'error': None, 'unit': 'V'}","{'value': 8.42, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.41, 'error': None, 'unit': '%'}"
P3HT/PC61BM,"{'value': 3.7, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 8.38, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.67, 'error': None, 'unit': '%'}"
Various types of 2D perovskite compositions and device structures,"{'value': 17.5, 'error': None, 'unit': '%'}","{'value': 1.46, 'error': None, 'unit': 'V'}",,"{'value': 80.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.72, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 23.6, 'error': None, 'unit': '%'}","{'value': 1.16, 'error': None, 'unit': 'V'}","{'value': 25.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.59, 'error': None, 'unit': '%'}"
N/A,"{'value': 6.13, 'error': None, 'unit': '%'}",,,
NiSe2,,,"{'value': 2.0, 'error': None, 'unit': ''}",
P1,"{'value': 7.03, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 11.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
TiO2/graphene nanocomposites,"{'value': 4.26, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}","{'value': 0.855, 'error': None, 'unit': 'V'}","{'value': 26.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.1, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 17.3, 'error': None, 'unit': '%'}","{'value': 0.843, 'error': None, 'unit': 'V'}","{'value': 26.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.5, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PTTzF,"{'value': 17.3, 'error': None, 'unit': '%'}","{'value': 0.855, 'error': None, 'unit': 'V'}","{'value': 26.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.7, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}","{'value': 0.847, 'error': None, 'unit': 'V'}","{'value': 27.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.3, 'error': None, 'unit': '%'}"
PM6,"{'value': 17.28, 'error': None, 'unit': '%'}","{'value': 0.838, 'error': None, 'unit': 'V'}","{'value': 27.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.5, 'error': None, 'unit': '%'}"
Poly(3-hexylthiophene) (P3HT),"{'value': 5.0, 'error': None, 'unit': '%'}",,,
"Poly[N-9″-hepta-decanyl-2,7-carbazole-alt-5,5-(4′,7′-di-2-thienyl-2′,1′,3′-benzothiadiazole)] (PCDTBT)","{'value': 6.1, 'error': None, 'unit': '%'}",,,
π-extended low bandgap polymer composed of thienylvinylene and isoindigo (PiITVT),"{'value': 7.1, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
π-extended low bandgap polymer composed of isoindigo and thienylvinylene (PiITVT),"{'value': 7.09, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 11.4, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 9.04, 'error': None, 'unit': '%'}",,,
BHJ,"{'value': 10.7, 'error': None, 'unit': '%'}","{'value': 0.2, 'error': None, 'unit': 'V'}","{'value': 565.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
ZnPc-5,"{'value': 14.36, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 20.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.06, 'error': None, 'unit': '%'}"
ZnPc-6,"{'value': 21.27, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 21.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.25, 'error': None, 'unit': '%'}"
ZnPc-2,"{'value': 12.66, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 20.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.06, 'error': None, 'unit': '%'}"
CuPc-3,"{'value': 11.53, 'error': None, 'unit': '%'}",,,
CuPc-4,"{'value': 10.9, 'error': None, 'unit': '%'}",,,
MAPbI3,"{'value': 20.43, 'error': None, 'unit': '%'}","{'value': 1.2, 'error': None, 'unit': 'V'}","{'value': 22.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.77, 'error': None, 'unit': '%'}"
N/A,"{'value': 37.2, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}",,
N/A,"{'value': 5.17, 'error': None, 'unit': '%'}",,,
N3 dye,"{'value': 0.6, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Z907,"{'value': 2.08, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
D131,"{'value': 3.88, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PEDOT[BMITFSI],"{'value': 7.8, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 13.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.59, 'error': None, 'unit': '%'}"
PProDOT[BMITFSI],"{'value': 5.2, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 10.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.52, 'error': None, 'unit': '%'}"
PProDOT[EMIFAP],"{'value': 4.3, 'error': None, 'unit': '%'}","{'value': 0.55, 'error': None, 'unit': 'V'}","{'value': 8.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.48, 'error': None, 'unit': '%'}"
CdS-CdSe-Mn-ZnSe,"{'value': 5.67, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 17.59, 'error': None, 'unit': 'mA/cm2'}",
PM6:Y6:BTP-M (20%),"{'value': 17.03, 'error': None, 'unit': '%'}","{'value': 0.879, 'error': None, 'unit': 'V'}","{'value': 26.56, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.46, 'error': None, 'unit': '%'}"
PPDA-TTCF3,"{'value': 1.56, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}",,
Cd(SSe),"{'value': 0.57, 'error': None, 'unit': '%'}","{'value': 0.782, 'error': None, 'unit': 'V'}","{'value': 0.454, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.49, 'error': None, 'unit': '%'}"
PBT-Cl:IT-4F,"{'value': 11.6, 'error': None, 'unit': '%'}","{'value': 0.782, 'error': None, 'unit': 'V'}","{'value': 21.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
P3HT:ZY-4Cl,"{'value': 9.6, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 16.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.4, 'error': None, 'unit': '%'}"
P3HT,"{'value': 9.1, 'error': None, 'unit': '%'}",,,
D18:N3,"{'value': 17.52, 'error': None, 'unit': '%'}","{'value': 0.834, 'error': None, 'unit': 'V'}","{'value': 27.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.61, 'error': None, 'unit': '%'}"
D18/protective solvent/N3,,,"{'value': 2.0, 'error': None, 'unit': ''}",
D18/N3,,,"{'value': 2.0, 'error': None, 'unit': ''}",
PM6:PY-DT,"{'value': 16.5, 'error': None, 'unit': '%'}","{'value': 0.964, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.728, 'error': None, 'unit': '%'}"
PM6:PY-DT,"{'value': 15.8, 'error': None, 'unit': '%'}","{'value': 0.962, 'error': None, 'unit': 'V'}","{'value': 23.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.703, 'error': None, 'unit': '%'}"
PM6:PY-DT,"{'value': 16.5, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.8, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 18.85, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 22.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.4, 'error': None, 'unit': '%'}"
CsPbI3,"{'value': 16.83, 'error': None, 'unit': '%'}","{'value': 1.012, 'error': None, 'unit': 'V'}","{'value': 20.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.48, 'error': None, 'unit': '%'}"
N/A,"{'value': 3.48, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 12.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 15.0, 'error': None, 'unit': '%'}",,,
PBT-SF:IT-4F,"{'value': 7.76, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 17.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.6, 'error': None, 'unit': '%'}"
PBT-F:IT-4F,"{'value': 9.14, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 21.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.50000000000001, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 17.12, 'error': None, 'unit': '%'}",,,
P3HT,"{'value': 15.0, 'error': None, 'unit': '%'}",,,
PBDTT-S,"{'value': 7.05, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 13.92, 'error': None, 'unit': 'mA/cm2'}",
CH3NH3PbI3,"{'value': 12.2, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 18.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
MAPbI3 and MAPbBr3,"{'value': 22.0, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 14.2, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 21.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.9, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 15.01, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': 0.05, 'unit': 'V'}","{'value': 21.0, 'error': 2.0, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': 2.0, 'unit': '%'}"
N/A,"{'value': 11.25, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 8.33, 'error': None, 'unit': '%'}",,,
C6PT2-DPP,"{'value': 1.1, 'error': None, 'unit': '%'}",,,
Sn-based perovskite films,"{'value': 10.7, 'error': None, 'unit': '%'}","{'value': 0.44, 'error': None, 'unit': 'V'}","{'value': 5.0, 'error': None, 'unit': 'mA/cm2'}",
FASnI3,"{'value': 10.7, 'error': None, 'unit': '%'}",,,
FASnI3,"{'value': 11.06, 'error': None, 'unit': '%'}",,,
FASnI3,"{'value': 10.76, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 23.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.57, 'error': None, 'unit': '%'}"
